Domain,Site,Plot Type,Data Product Name,DPID,,Interannual Frequency,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
14,SYCA,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,,Y,Y,Y,Y,
16,MART,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,,,Y,Y,Y,
16,MCRA,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,,,Y,Y,Y,
17,TECR,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,,,Y,Y,Y,
18,OKSR,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,Y,Y,Y,Y,Y,
18,TOOK,,Riparian vegetation % cover ,.DP1.20191,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
19,CARI,,Riparian vegetation % cover ,.DP1.20191,,1,,,,,Y,Y,Y,Y,Y,
1,BART,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
1,HARV,D,Rodent-borne pathogen status ,.DP1.10064,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
2,BLAN,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
2,SCBI,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
2,SERC,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
3,DSNY,D,Rodent-borne pathogen status ,.DP1.10064,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
3,JERC,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
3,OSBS,D,Rodent-borne pathogen status ,.DP1.10064,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
4,GUAN,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
4,LAJA,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
5,STEI,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
5,TREE,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
5,UNDE,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
6,KONA,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
6,KONZ,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
6,UKFS,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
7,GRSM,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
7,MLBS,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
7,ORNL,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
8,DELA,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
8,LENO,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
8,TALL,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
9,DCFS,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
9,NOGP,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
9,WOOD,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
10,CPER,D,Rodent-borne pathogen status ,.DP1.10064,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
10,RMNP,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
10,STER,D,Rodent-borne pathogen status ,.DP1.10064,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
11,CLBJ,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
11,OAES,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
12,YELL,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,,Y,Y,Y,
13,NIWO,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
13,MOAB,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
14,JORN,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
14,SRER,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
15,ONAQ,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,Y,Y,Y,Y,Y,Y,Y,
16,ABBY,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
16,WREF,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,,Y,Y,Y,
17,SJER,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
17,TEAK,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
18,BARR,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,Y,Y,Y,Y,
19,DEJU,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,Y,Y,Y,Y,Y,
19,HEAL,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,Y,Y,Y,Y,Y,Y,
20,PUUM,D,Rodent-borne pathogen status ,.DP1.10064,,1,,,,,,,NA,NA,NA,
1,BART,T,Root chemical properties ,.DP1.10102,,5,,,,,Y,,,,,
1,HARV,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
2,BLAN,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
2,SCBI,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
2,SERC,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
3,DSNY,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
3,JERC,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
3,OSBS,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
4,GUAN,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
4,LAJA,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
5,STEI,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
5,TREE,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
5,UNDE,T,Root chemical properties ,.DP1.10102,,5,,,,,Y,,,Y,,
6,KONA,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
6,KONZ,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
6,UKFS,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
7,GRSM,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
7,MLBS,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
7,ORNL,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
8,DELA,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
8,LENO,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
8,TALL,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
9,DCFS,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
9,NOGP,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
9,WOOD,T,Root chemical properties ,.DP1.10102,,5,,,,,Y,,,,,
10,CPER,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
10,RMNP,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
10,STER,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
11,CLBJ,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
11,OAES,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
12,YELL,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
13,NIWO,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
13,MOAB,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
14,JORN,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
14,SRER,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
15,ONAQ,T,Root chemical properties ,.DP1.10102,,5,,,,,Y,,,,,
16,ABBY,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
16,WREF,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
17,SJER,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
17,SOAP,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
17,TEAK,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
18,BARR,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
18,TOOL,T,Root chemical properties ,.DP1.10102,,5,,,,,,Y,,,,
19,BONA,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,Y,,
19,DEJU,T,Root chemical properties ,.DP1.10102,,5,,,,,,,Y,,,
19,HEAL,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,,Y
20,PUUM,T,Root chemical properties ,.DP1.10102,,5,,,,,,,,,Y,
1,BART,T,Root sampling tower plots ,.DP1.10067,,5,,,,,Y,,,,,
1,HARV,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
2,BLAN,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
2,SCBI,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
2,SERC,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
3,DSNY,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
3,JERC,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
3,OSBS,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
4,GUAN,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
4,LAJA,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
5,STEI,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
5,TREE,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
5,UNDE,T,Root sampling tower plots ,.DP1.10067,,5,,,,,Y,,,Y,,
6,KONA,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
6,KONZ,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
6,UKFS,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
7,GRSM,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
7,MLBS,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
7,ORNL,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
8,DELA,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
8,LENO,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
8,TALL,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
9,DCFS,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
9,NOGP,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
9,WOOD,T,Root sampling tower plots ,.DP1.10067,,5,,,,,Y,,,,,
10,CPER,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
10,RMNP,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
10,STER,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
11,CLBJ,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
11,OAES,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
12,YELL,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
13,NIWO,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
13,MOAB,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
14,JORN,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
14,SRER,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
15,ONAQ,T,Root sampling tower plots ,.DP1.10067,,5,,,,,Y,,,,,
16,ABBY,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
16,WREF,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
17,SJER,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
17,SOAP,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
17,TEAK,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
18,BARR,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
18,TOOL,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,Y,,,,
19,BONA,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,Y,,
19,DEJU,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,Y,,,
19,HEAL,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,,Y
20,PUUM,T,Root sampling tower plots ,.DP1.10067,,5,,,,,,,,,Y,
1,BART,T,Root stable isotopes ,.DP1.10099,,5,,,,,Y,,,,,
1,HARV,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
2,BLAN,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
2,SCBI,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
2,SERC,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
3,DSNY,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
3,JERC,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
3,OSBS,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
4,GUAN,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
4,LAJA,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
5,STEI,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
5,TREE,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
5,UNDE,T,Root stable isotopes ,.DP1.10099,,5,,,,,Y,,,Y,,
6,KONA,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
6,KONZ,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
6,UKFS,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
7,GRSM,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
7,MLBS,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
7,ORNL,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
8,DELA,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
8,LENO,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
8,TALL,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
9,DCFS,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
9,NOGP,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
9,WOOD,T,Root stable isotopes ,.DP1.10099,,5,,,,,Y,,,,,
10,CPER,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
10,RMNP,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
10,STER,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
11,CLBJ,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
11,OAES,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
12,YELL,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
13,NIWO,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
13,MOAB,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
14,JORN,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
14,SRER,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
15,ONAQ,T,Root stable isotopes ,.DP1.10099,,5,,,,,Y,,,,,
16,ABBY,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
16,WREF,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
17,SJER,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
17,SOAP,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
17,TEAK,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
18,BARR,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
18,TOOL,T,Root stable isotopes ,.DP1.10099,,5,,,,,,Y,,,,
19,BONA,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,Y,,
19,DEJU,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,Y,,,
19,HEAL,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,,Y
20,PUUM,T,Root stable isotopes ,.DP1.10099,,5,,,,,,,,,Y,
1,HOPB,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
2,LEWI,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
2,POSE,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
3,BARC,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,FLNT,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,SUGG,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,CUPE,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
4,GUIL,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
5,CRAM,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
5,LIRO,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
6,KING,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
6,MCDI,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
7,LECO,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
7,WALK,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
8,BLWA,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,MAYF,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
8,TOMB,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
9,PRLA,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
9,PRPO,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
10,ARIK,,Salt-based stream discharge ,.DP1.20193,,1,,,,Y,Y,Y,Y,Y,Y,
11,BLUE,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
11,PRIN,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
12,BLDE,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,,Y,Y,Y,
13,COMO,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
13,WLOU,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
16,MART,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,,Y,Y,Y,
16,MCRA,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,,Y,Y,Y,
17,TECR,,Salt-based stream discharge ,.DP1.20193,,1,,,,,,,Y,Y,Y,
18,OKSR,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
18,TOOK,,Salt-based stream discharge ,.DP1.20193,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
19,CARI,,Salt-based stream discharge ,.DP1.20193,,1,,,,,Y,Y,Y,Y,Y,
1,HOPB,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,LEWI,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,POSE,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,BARC,,Secchi depth ,.DP1.20252,,1,,,,Y,Y,Y,Y,Y,Y,
3,FLNT,,Secchi depth ,.DP1.20252,,1,,,,,,Y,Y,Y,Y,
3,SUGG,,Secchi depth ,.DP1.20252,,1,,,,Y,Y,Y,Y,Y,Y,
4,CUPE,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,GUIL,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
5,CRAM,,Secchi depth ,.DP1.20252,,1,,,,,Y,Y,Y,Y,Y,
5,LIRO,,Secchi depth ,.DP1.20252,,1,,,,,,Y,Y,Y,Y,
6,KING,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
6,MCDI,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
7,LECO,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
7,WALK,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,BLWA,,Secchi depth ,.DP1.20252,,1,,,,,,Y,Y,Y,Y,
8,MAYF,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,TOMB,,Secchi depth ,.DP1.20252,,1,,,,,,Y,Y,Y,Y,
9,PRLA,,Secchi depth ,.DP1.20252,,1,,,,,Y,Y,Y,Y,Y,
9,PRPO,,Secchi depth ,.DP1.20252,,1,,,,,Y,Y,Y,Y,Y,
10,ARIK,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
11,BLUE,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
11,PRIN,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
12,BLDE,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
13,COMO,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
13,WLOU,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
14,SYCA,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
15,REDB,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
16,MART,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
16,MCRA,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
17,BIGC,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
17,TECR,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
18,OKSR,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
18,TOOK,,Secchi depth ,.DP1.20252,,1,,,,,Y,Y,Y,Y,Y,
19,CARI,,Secchi depth ,.DP1.20252,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
1,HOPB,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
2,LEWI,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
2,POSE,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
3,BARC,,Sediment chemical properties ,.DP1.20194,,1,,,,Y,Y,Y,Y,Y,Y,
3,FLNT,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
3,SUGG,,Sediment chemical properties ,.DP1.20194,,1,,,,Y,Y,Y,Y,Y,Y,
4,CUPE,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
4,GUIL,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
5,CRAM,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
5,LIRO,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
6,KING,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
6,MCDI,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
7,LECO,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
7,WALK,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
8,BLWA,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
8,MAYF,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
8,TOMB,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
9,PRLA,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
9,PRPO,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
10,ARIK,,Sediment chemical properties ,.DP1.20194,,1,,,,Y,Y,Y,Y,Y,Y,
11,BLUE,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
11,PRIN,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
12,BLDE,,Sediment chemical properties ,.DP1.20194,,1,,,,,,,Y,Y,Y,
13,COMO,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
13,WLOU,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
16,MART,,Sediment chemical properties ,.DP1.20194,,1,,,,,,,Y,Y,Y,
16,MCRA,,Sediment chemical properties ,.DP1.20194,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,Sediment chemical properties ,.DP1.20194,,1,,,,,,,Y,Y,Y,
17,TECR,,Sediment chemical properties ,.DP1.20194,,1,,,,,,,Y,Y,Y,
18,OKSR,,Sediment chemical properties ,.DP1.20194,,1,,,,,Y,Y,Y,Y,Y,
